id	age	hours-per-week
19676	40	45
19677	56	60
19678	29	40
19679	41	38
19680	22	45
19681	28	40
19682	31	46
19683	35	40
19684	38	40
19685	17	10
19686	39	40
19687	27	40
19688	50	40
19689	56	40
19690	80	20
19691	38	15
19692	52	40
19693	26	38
19694	43	40
19695	45	42
19696	41	40
19697	30	25
19698	24	40
19699	43	20
19700	44	70
19701	54	40
19702	23	40
19703	33	60
19704	18	16
19705	38	40
19706	41	45
19707	22	48
19708	66	40
19709	70	40
19710	58	35
19711	60	10
19712	24	65
19713	61	36
19714	35	40
19715	19	40
19716	52	40
19717	38	50
19718	39	40
19719	33	50
19720	52	40
19721	41	44
19722	37	55
19723	38	45
19724	27	40
19725	38	40
19726	38	60
19727	49	30
19728	38	45
19729	22	55
19730	40	40
19731	20	40
19732	34	99
19733	24	56
19734	58	40
19735	24	40
19736	43	45
19737	38	40
19738	42	40
19739	27	40
19740	18	20
19741	37	48
19742	48	65
19743	40	25
19744	50	50
19745	57	35
19746	36	60
19747	41	40
19748	90	40
19749	66	10
19750	34	12
19751	23	1
19752	35	55
19753	32	40
19754	33	50
19755	32	40
19756	31	40
19757	32	50
19758	40	40
19759	27	30
19760	34	40
19761	35	40
19762	29	40
19763	41	20
19764	33	48
19765	22	20
19766	52	40
19767	20	40
19768	18	10
19769	63	50
19770	49	35
19771	58	40
19772	23	50
19773	59	40
19774	49	40
19775	23	15
19776	17	40
19777	20	40
19778	36	50
19779	64	3
19780	34	40
19781	63	35
19782	51	40
19783	40	35
19784	55	55
19785	35	46
19786	30	25
19787	47	18
19788	29	40
19789	17	8
19790	32	45
19791	55	40
19792	47	56
19793	50	40
19794	42	45
19795	32	55
19796	60	30
19797	53	40
19798	58	40
19799	45	30
19800	31	40
19801	32	40
19802	37	30
19803	28	60
19804	26	40
19805	47	80
19806	34	50
19807	42	40
19808	48	40
19809	32	40
19810	35	42
19811	46	52
19812	38	40
19813	49	70
19814	35	40
19815	61	40
19816	45	35
19817	31	40
19818	52	60
19819	20	50
19820	64	30
19821	20	40
19822	24	50
19823	29	40
19824	23	40
19825	34	40
19826	54	38
19827	21	30
19828	23	30
19829	79	30
19830	55	40
19831	42	35
19832	60	40
19833	37	40
19834	47	40
19835	20	40
19836	53	40
19837	34	40
19838	43	40
19839	24	60
19840	23	40
19841	29	40
19842	58	40
19843	55	40
19844	40	40
19845	43	40
19846	25	40
19847	23	24
19848	34	50
19849	26	35
19850	60	65
19851	39	50
19852	21	40
19853	45	45
19854	33	40
19855	26	70
19856	39	45
19857	29	40
19858	29	40
19859	52	40
19860	34	30
19861	24	48
19862	77	40
19863	34	60
19864	53	70
19865	31	40
19866	58	15
19867	50	55
19868	32	40
19869	57	40
19870	32	45
19871	77	10
19872	37	40
19873	51	40
19874	33	60
19875	53	35
19876	32	50
19877	30	40
19878	19	20
19879	33	24
19880	31	40
19881	28	40
19882	19	20
19883	27	60
19884	21	40
19885	24	40
19886	46	54
19887	31	40
19888	60	40
19889	21	38
19890	38	32
19891	31	40
19892	26	40
19893	46	25
19894	25	60
19895	23	30
19896	53	40
19897	42	48
19898	29	40
19899	45	50
19900	70	40
19901	55	60
19902	40	50
19903	17	30
19904	18	40
19905	34	60
19906	41	40
19907	28	40
19908	23	40
19909	32	40
19910	56	48
19911	36	45
19912	26	50
19913	62	7
19914	35	40
19915	25	40
19916	28	50
19917	21	25
19918	31	40
19919	23	25
19920	58	40
19921	55	40
19922	54	40
19923	33	40
19924	28	40
19925	40	30
19926	33	80
19927	27	10
19928	55	25
19929	53	45
19930	23	46
19931	66	16
19932	34	60
19933	39	40
19934	21	40
19935	26	35
19936	21	40
19937	59	40
19938	61	40
19939	30	50
19940	22	40
19941	47	30
19942	50	40
19943	67	5
19944	59	40
19945	35	80
19946	56	20
19947	28	40
19948	34	50
19949	63	56
19950	48	40
19951	41	44
19952	26	20
19953	47	52
19954	29	50
19955	30	40
19956	19	20
19957	27	37
19958	59	70
19959	19	40
19960	45	40
19961	37	40
19962	44	38
19963	34	38
19964	30	35
19965	30	40
19966	56	40
19967	19	40
19968	37	40
19969	45	43
19970	21	40
19971	34	45
19972	27	50
19973	44	40
19974	33	40
19975	32	50
19976	37	40
19977	26	48
19978	49	60
19979	20	30
19980	37	40
19981	22	48
19982	44	35
19983	30	40
19984	55	40
19985	36	40
19986	29	40
19987	19	22
19988	45	40
19989	38	55
19990	42	40
19991	27	40
19992	20	25
19993	43	35
19994	21	40
19995	33	40
19996	36	80
19997	34	40
19998	72	99
19999	54	44
20000	30	40
20001	63	40
20002	36	50
20003	25	50
20004	72	40
20005	55	40
20006	44	45
20007	41	40
20008	20	40
20009	47	40
20010	71	20
20011	41	40
20012	35	40
20013	18	40
20014	23	30
20015	57	40
20016	56	65
20017	25	35
20018	64	15
20019	35	40
20020	61	40
20021	36	55
20022	18	15
20023	21	20
20024	43	35
20025	32	40
20026	52	45
20027	48	55
20028	40	40
20029	35	40
20030	22	25
20031	42	40
20032	60	20
20033	34	40
20034	27	40
20035	47	65
20036	65	45
20037	61	99
20038	18	28
20039	49	40
20040	48	45
20041	26	75
20042	30	40
20043	68	50
20044	23	80
20045	65	24
20046	32	44
20047	44	40
20048	48	40
20049	24	45
20050	58	40
20051	32	50
20052	54	50
20053	35	45
20054	35	50
20055	24	40
20056	50	40
20057	38	40
20058	57	40
20059	38	60
20060	49	40
20061	25	16
20062	56	40
20063	32	40
20064	22	40
20065	23	40
20066	33	40
20067	42	12
20068	62	48
20069	24	40
20070	26	40
20071	46	40
20072	33	50
20073	65	1
20074	65	20
20075	46	40
20076	43	40
20077	43	40
20078	35	40
20079	48	48
20080	55	40
20081	45	40
20082	56	40
20083	59	40
20084	56	40
20085	21	10
20086	26	40
20087	38	40
20088	27	40
20089	48	50
20090	37	60
20091	63	30
20092	27	38
20093	20	25
20094	26	40
20095	21	40
20096	51	40
20097	28	40
20098	39	40
20099	35	55
20100	21	43
20101	65	40
20102	54	40
20103	39	35
20104	24	40
20105	36	40
20106	70	10
20107	52	40
20108	64	40
20109	43	40
20110	44	25
20111	47	40
20112	32	40
20113	20	30
20114	33	38
20115	52	40
20116	49	40
20117	31	18
20118	62	6
20119	44	55
20120	28	40
20121	68	40
20122	40	40
20123	46	50
20124	22	40
20125	37	15
20126	62	70
20127	37	50
20128	35	40
20129	44	68
20130	41	40
20131	36	40
20132	26	45
20133	48	40
20134	21	28
20135	39	40
20136	38	40
20137	44	40
20138	56	30
20139	25	40
20140	32	50
20141	47	40
20142	26	40
20143	31	60
20144	23	40
20145	41	40
20146	55	25
20147	23	25
20148	45	40
20149	42	40
20150	29	15
20151	48	40
20152	36	40
20153	52	50
20154	46	40
20155	34	40
20156	27	40
20157	18	40
20158	18	24
20159	42	40
20160	64	40
20161	36	45
20162	20	20
20163	52	40
20164	44	45
20165	53	60
20166	36	60
20167	27	40
20168	52	60
20169	60	40
20170	41	45
20171	64	40
20172	25	25
20173	63	40
20174	54	40
20175	21	40
20176	27	40
20177	63	50
20178	37	30
20179	22	35
20180	54	40
20181	54	40
20182	60	40
20183	19	25
20184	25	40
20185	51	40
20186	47	40
20187	44	50
20188	18	30
20189	57	57
20190	22	34
20191	36	20
20192	33	38
20193	39	40
20194	49	50
20195	41	40
20196	35	38
20197	40	40
20198	30	40
20199	25	37
20200	25	36
20201	37	50
20202	53	60
20203	34	25
20204	22	40
20205	18	20
20206	52	40
20207	45	40
20208	19	40
20209	33	65
20210	45	40
20211	43	35
20212	40	35
20213	41	75
20214	25	40
20215	22	32
20216	52	45
20217	45	40
20218	32	70
20219	26	20
20220	24	40
20221	37	40
20222	49	40
20223	43	50
20224	35	40
20225	37	50
20226	17	20
20227	48	55
20228	40	55
20229	26	40
20230	35	40
20231	21	15
20232	54	70
20233	40	40
20234	51	40
20235	60	50
20236	22	8
20237	20	40
20238	21	40
20239	21	40
20240	43	44
20241	36	50
20242	65	40
20243	48	40
20244	37	60
20245	20	40
20246	41	40
20247	55	50
20248	39	40
20249	41	40
20250	80	24
20251	59	40
20252	52	40
20253	39	50
20254	56	50
20255	69	20
20256	49	50
20257	33	40
20258	28	45
20259	49	40
20260	51	40
20261	42	32
20262	66	13
20263	44	48
20264	26	40
20265	43	40
20266	28	40
20267	25	30
20268	17	8
20269	52	50
20270	34	8
20271	24	40
20272	41	30
20273	65	45
20274	36	40
20275	19	30
20276	43	45
20277	39	50
20278	48	40
20279	50	40
20280	21	25
20281	36	40
20282	33	36
20283	50	40
20284	49	80
20285	34	45
20286	70	40
20287	39	40
20288	44	40
20289	32	40
20290	40	49
20291	46	40
20292	21	20
20293	40	52
20294	47	8
20295	19	30
20296	22	16
20297	20	16
20298	46	25
20299	41	45
20300	17	15
20301	41	40
20302	28	40
20303	20	25
20304	24	40
20305	33	50
20306	44	55
20307	26	40
20308	47	40
20309	24	40
20310	58	40
20311	41	60
20312	38	35
20313	21	40
20314	33	45
20315	23	32
20316	40	40
20317	47	40
20318	41	40
20319	38	50
20320	50	40
20321	45	40
20322	65	40
20323	33	40
20324	34	40
20325	65	28
20326	24	39
20327	26	40
20328	55	40
20329	66	8
20330	43	40
20331	37	40
20332	22	40
20333	21	40
20334	69	25
20335	27	40
20336	48	45
20337	24	40
20338	18	10
20339	53	30
20340	26	40
20341	60	40
20342	21	60
20343	39	40
20344	45	60
20345	76	30
20346	19	30
20347	34	40
20348	54	40
20349	23	40
20350	44	40
20351	27	40
20352	23	40
20353	37	50
20354	41	40
20355	21	35
20356	37	40
20357	63	40
20358	35	40
20359	47	56
20360	41	40
20361	50	60
20362	26	50
20363	36	42
20364	47	40
20365	51	50
20366	41	40
20367	40	30
20368	32	50
20369	37	40
20370	40	40
20371	56	40
20372	50	40
20373	28	42
20374	28	40
20375	19	30
20376	44	40
20377	42	44
20378	47	40
20379	31	40
20380	61	40
20381	21	40
20382	26	45
20383	58	40
20384	35	40
20385	35	40
20386	29	40
20387	40	40
20388	33	55
20389	38	40
20390	50	50
20391	66	40
20392	36	40
20393	33	40
20394	55	60
20395	46	40
20396	36	40
20397	41	40
20398	30	32
20399	29	42
20400	60	40
20401	24	48
20402	42	50
20403	26	40
20404	37	40
20405	27	48
20406	26	48
20407	23	50
20408	60	60
20409	49	40
20410	46	40
20411	21	40
20412	48	60
20413	70	45
20414	44	55
20415	58	40
20416	41	40
20417	54	40
20418	42	60
20419	28	40
20420	65	20
20421	35	35
20422	82	20
20423	48	50
20424	44	40
20425	68	20
20426	42	40
20427	24	37
20428	54	40
20429	22	40
20430	43	84
20431	17	35
20432	46	50
20433	59	40
20434	37	40
20435	70	24
20436	57	30
20437	47	35
20438	31	24
20439	23	40
20440	17	25
20441	63	30
20442	44	55
20443	30	60
20444	23	20
20445	44	60
20446	24	40
20447	34	20
20448	37	65
20449	24	40
20450	32	40
20451	42	25
20452	20	10
20453	34	40
20454	37	20
20455	47	40
20456	25	45
20457	36	65
20458	60	50
20459	64	10
20460	32	40
20461	33	40
20462	71	14
20463	55	40
20464	85	50
20465	57	40
20466	39	67
20467	25	55
20468	58	40
20469	57	40
20470	30	36
20471	19	20
20472	40	40
20473	28	40
20474	43	40
20475	40	35
20476	19	15
20477	24	38
20478	34	65
20479	22	40
20480	64	55
20481	55	40
20482	26	40
20483	80	16
20484	79	40
20485	58	40
20486	43	40
20487	43	40
20488	46	25
20489	35	40
20490	51	40
20491	52	60
20492	43	60
20493	68	45
20494	34	45
20495	37	40
20496	22	40
20497	32	55
20498	65	40
20499	28	60
20500	37	40
20501	40	45
20502	40	40
20503	52	20
20504	35	60
20505	62	30
20506	49	45
20507	49	55
20508	47	40
20509	45	40
20510	37	77
20511	36	53
20512	36	70
20513	44	50
20514	51	60
20515	25	40
20516	28	55
20517	57	32
20518	46	40
20519	59	45
20520	28	40
20521	25	40
20522	35	40
20523	27	45
20524	29	40
20525	43	40
20526	38	40
20527	26	40
20528	55	50
20529	36	40
20530	37	40
20531	23	40
20532	34	30
20533	41	55
20534	44	40
20535	48	50
20536	35	35
20537	43	42
20538	57	40
20539	44	40
20540	28	40
20541	55	40
20542	52	38
20543	30	40
20544	31	50
20545	21	70
20546	50	45
20547	43	70
20548	33	50
20549	23	25
20550	35	65
20551	18	15
20552	21	40
20553	33	70
20554	30	45
20555	21	15
20556	36	35
20557	38	40
20558	33	60
20559	24	45
20560	24	40
20561	39	30
20562	43	60
20563	43	21
20564	62	2
20565	30	40
20566	25	40
20567	45	35
20568	22	20
20569	73	40
20570	26	40
20571	24	45
20572	18	20
20573	35	35
20574	22	43
20575	28	40
20576	38	45
20577	68	70
20578	40	40
20579	32	84
20580	42	50
20581	31	35
20582	33	50
20583	54	65
20584	63	25
20585	67	30
20586	47	14
20587	67	35
20588	33	19
20589	33	80
20590	25	40
20591	25	40
20592	35	40
20593	54	40
20594	35	80
20595	18	12
20596	54	25
20597	30	60
20598	29	48
20599	41	10
20600	40	40
20601	46	40
20602	39	45
20603	42	40
20604	49	50
20605	23	40
20606	34	40
20607	42	48
20608	31	50
20609	72	2
20610	31	30
20611	90	40
20612	27	40
20613	18	40
20614	30	50
20615	27	40
20616	27	50
20617	28	40
20618	40	45
20619	43	37
20620	26	50
20621	48	15
20622	41	40
20623	32	40
20624	23	40
20625	35	65
20626	42	50
20627	27	40
20628	34	40
20629	25	40
20630	46	45
20631	34	40
20632	39	40
20633	33	40
20634	25	40
20635	45	50
20636	46	40
20637	23	50
20638	37	40
20639	39	40
20640	38	40
20641	35	40
20642	49	50
20643	37	13
20644	45	40
20645	71	40
20646	44	60
20647	19	22
20648	38	40
20649	42	40
20650	29	60
20651	48	40
20652	56	54
20653	32	40
20654	19	30
20655	57	35
20656	55	60
20657	48	40
20658	46	45
20659	36	40
20660	66	50
20661	26	40
20662	58	40
20663	62	55
20664	31	40
20665	77	25
20666	25	40
20667	38	56
20668	33	40
20669	51	40
20670	20	40
20671	40	40
20672	20	40
20673	41	25
20674	44	40
20675	35	40
20676	35	60
20677	46	40
20678	24	17
20679	18	40
20680	37	40
20681	58	8
20682	55	40
20683	68	30
20684	41	40
20685	50	50
20686	48	40
20687	42	45
20688	45	40
20689	43	40
20690	37	35
20691	43	45
20692	36	40
20693	60	30
20694	27	50
20695	36	50
20696	47	40
20697	33	80
20698	19	20
20699	33	35
20700	34	40
20701	33	40
20702	57	48
20703	59	45
20704	36	40
20705	60	40
20706	33	40
20707	41	45
20708	20	10
20709	28	50
20710	24	20
20711	31	60
20712	38	40
20713	40	45
20714	55	15
20715	49	50
20716	33	45
20717	52	40
20718	24	35
20719	46	48
20720	20	20
20721	50	40
20722	22	40
20723	32	35
20724	46	65
20725	62	30
20726	39	62
20727	26	15
20728	20	14
20729	37	50
20730	40	24
20731	22	38
20732	32	40
20733	41	50
20734	24	40
20735	40	40
20736	37	39
20737	42	40
20738	56	40
20739	20	50
20740	55	40
20741	29	40
20742	37	40
20743	61	60
20744	26	38
20745	49	55
20746	18	40
20747	30	40
20748	24	20
20749	24	40
20750	37	40
20751	37	40
20752	36	65
20753	40	40
20754	44	55
20755	43	20
20756	19	35
20757	50	40
20758	17	30
20759	39	50
20760	43	40
20761	43	40
20762	40	40
20763	31	40
20764	25	40
20765	30	40
20766	55	40
20767	55	75
20768	29	40
20769	28	60
20770	30	40
20771	33	55
20772	23	40
20773	71	75
20774	22	6
20775	21	40
20776	62	24
20777	22	40
20778	49	40
20779	31	20
20780	27	40
20781	27	40
20782	26	20
20783	30	40
20784	17	30
20785	26	50
20786	45	40
20787	50	40
20788	31	45
20789	51	40
20790	56	40
20791	24	35
20792	29	40
20793	26	24
20794	51	45
20795	32	40
20796	47	40
20797	30	40
20798	41	40
20799	49	40
20800	40	40
20801	62	40
20802	43	60
20803	76	20
20804	40	60
20805	35	50
20806	27	40
20807	54	40
20808	55	40
20809	21	12
20810	20	20
20811	39	20
20812	26	64
20813	20	42
20814	28	60
20815	56	40
20816	39	40
20817	44	40
20818	55	40
20819	54	40
20820	30	45
20821	34	57
20822	42	38
20823	50	75
20824	34	40
20825	23	33
20826	27	25
20827	81	5
20828	47	40
20829	57	40
20830	65	56
20831	33	50
20832	37	48
20833	53	40
20834	27	40
20835	47	50
20836	42	50
20837	39	40
20838	58	40
20839	20	24
20840	19	40
20841	39	35
20842	51	44
20843	52	40
20844	53	50
20845	50	40
20846	36	40
20847	30	72
20848	30	40
20849	50	55
20850	76	40
20851	46	40
20852	24	40
20853	26	40
20854	56	50
20855	50	40
20856	22	40
20857	23	35
20858	51	50
20859	58	40
20860	38	24
20861	45	40
20862	55	40
20863	45	60
20864	42	45
20865	44	46
20866	60	50
20867	27	40
20868	25	40
20869	61	24
20870	43	50
20871	44	40
20872	63	41
20873	46	43
20874	47	40
20875	37	40
20876	43	40
20877	46	35
20878	48	35
20879	61	90
20880	53	40
20881	79	35
20882	44	30
20883	54	45
20884	22	40
20885	47	50
20886	18	20
20887	25	40
20888	24	40
20889	37	40
20890	51	40
20891	35	60
20892	59	34
20893	46	40
20894	45	60
20895	19	15
20896	22	28
20897	41	40
20898	33	40
20899	26	40
20900	22	35
20901	29	65
20902	22	39
20903	34	10
20904	23	40
20905	20	50
20906	25	40
20907	59	40
20908	44	55
20909	55	40
20910	77	1
20911	42	40
20912	47	40
20913	42	40
20914	45	40
20915	23	40
20916	60	40
20917	23	40
20918	52	40
20919	49	40
20920	20	40
20921	20	20
20922	23	45
20923	30	65
20924	45	48
20925	30	35
20926	17	20
20927	22	40
20928	25	40
20929	52	55
20930	40	40
20931	18	30
20932	58	45
20933	30	50
20934	59	40
20935	29	30
20936	26	40
20937	39	10
20938	33	50
20939	21	40
20940	22	24
20941	25	40
20942	19	20
20943	44	40
20944	35	40
20945	40	40
20946	19	20
20947	37	35
20948	32	40
20949	52	65
20950	36	41
20951	38	40
20952	57	39
20953	22	15
20954	80	8
20955	20	35
20956	40	36
20957	36	50
20958	27	40
20959	52	50
20960	43	44
20961	35	40
20962	29	40
20963	27	40
20964	24	25
20965	49	40
20966	26	30
20967	47	32
20968	20	40
20969	19	40
20970	34	50
20971	20	40
20972	23	35
20973	25	40
20974	21	36
20975	25	40
20976	63	32
20977	25	50
20978	28	40
20979	39	60
20980	28	40
20981	30	45
20982	41	40
20983	52	30
20984	36	40
20985	47	40
20986	27	50
20987	32	40
20988	52	45
20989	50	70
20990	21	30
20991	60	37
20992	47	36
20993	54	60
20994	32	50
20995	61	40
20996	21	40
20997	29	45
20998	36	70
20999	38	20
21000	59	52
21001	43	40
21002	19	10
21003	42	40
21004	33	45
21005	47	40
21006	51	40
21007	28	40
21008	61	43
21009	23	60
21010	31	40
21011	38	55
21012	21	40
21013	22	50
21014	35	40
21015	53	48
21016	40	24
21017	36	50
21018	33	65
21019	23	50
21020	51	40
21021	31	48
21022	28	40
21023	26	40
21024	32	60
21025	43	45
21026	19	50
21027	46	40
21028	49	45
21029	31	40
21030	45	40
21031	41	40
21032	22	15
21033	25	40
21034	46	50
21035	44	40
21036	25	40
21037	30	40
21038	54	60
21039	34	45
21040	34	40
21041	30	55
21042	21	60
21043	27	40
21044	29	40
21045	60	40
21046	36	70
21047	27	40
21048	57	48
21049	24	5
21050	63	22
21051	29	40
21052	34	40
21053	27	40
21054	31	40
21055	31	40
21056	55	20
21057	64	99
21058	20	35
21059	44	60
21060	35	50
21061	41	40
21062	38	40
21063	21	40
21064	64	45
21065	42	40
21066	31	50
21067	42	50
21068	35	35
21069	36	40
21070	23	30
21071	20	14
21072	26	40
21073	56	65
21074	40	40
21075	19	24
21076	33	40
21077	45	40
21078	41	43
21079	29	40
21080	46	45
21081	48	45
21082	38	45
21083	29	40
21084	35	40
21085	59	30
21086	27	40
21087	43	40
21088	70	20
21089	30	45
21090	24	40
21091	76	15
21092	25	40
21093	39	56
21094	36	40
21095	23	40
21096	60	40
21097	20	30
21098	54	40
21099	20	40
21100	22	40
21101	24	20
21102	41	40
21103	35	40
21104	23	55
21105	54	50
21106	17	16
21107	43	40
21108	33	42
21109	30	40
21110	38	40
21111	54	45
21112	39	52
21113	32	40
21114	61	40
21115	24	35
21116	22	40
21117	34	40
21118	18	20
21119	20	25
21120	53	40
21121	32	40
21122	68	30
21123	28	15
21124	28	40
21125	54	56
21126	21	48
21127	52	40
21128	25	40
21129	30	50
21130	33	32
21131	49	40
21132	58	30
21133	45	24
21134	67	40
21135	42	50
21136	69	40
21137	61	40
21138	34	40
21139	28	45
21140	19	34
21141	31	40
21142	32	40
21143	76	20
21144	53	60
21145	46	37
21146	43	40
21147	48	40
21148	39	99
21149	59	40
21150	19	38
21151	40	40
21152	63	50
21153	44	10
21154	46	40
21155	22	40
21156	36	45
21157	57	40
21158	58	25
21159	25	28
21160	59	35
21161	36	45
21162	29	45
21163	49	45
21164	42	55
21165	43	17
21166	46	40
21167	43	12
21168	40	40
21169	43	40
21170	48	32
21171	26	28
21172	30	35
21173	58	40
21174	43	40
21175	53	40
21176	74	16
21177	64	8
21178	45	40
21179	32	10
21180	23	40
21181	38	40
21182	42	40
21183	24	40
21184	63	35
21185	25	35
21186	37	40
21187	28	40
21188	31	40
21189	46	50
21190	44	44
21191	42	40
21192	45	40
21193	52	60
21194	40	40
21195	26	40
21196	55	40
21197	17	14
21198	27	40
21199	71	50
21200	35	50
21201	17	16
21202	26	52
21203	22	35
21204	51	60
21205	33	40
21206	41	50
21207	50	50
21208	26	40
21209	21	40
21210	53	40
21211	32	40
21212	19	20
21213	22	35
21214	58	60
21215	47	60
21216	51	45
21217	42	48
21218	28	40
21219	29	35
21220	50	50
21221	22	30
21222	47	45
21223	60	27
21224	46	40
21225	58	60
21226	62	40
21227	47	40
21228	59	40
21229	41	40
21230	31	37
21231	18	40
21232	64	50
21233	51	65
21234	47	35
21235	68	35
21236	32	40
21237	39	43
21238	37	48
21239	29	40
21240	44	40
21241	46	40
21242	40	40
21243	19	35
21244	65	30
21245	52	40
21246	40	40
21247	61	40
21248	30	50
21249	61	40
21250	33	84
21251	32	65
21252	32	40
21253	32	35
21254	37	40
21255	53	45
21256	51	40
21257	29	45
21258	48	40
21259	69	40
21260	28	40
21261	55	40
21262	45	40
21263	18	20
21264	60	40
21265	38	40
21266	19	10
21267	18	25
21268	33	40
21269	33	40
21270	29	45
21271	37	45
21272	50	50
21273	19	10
21274	28	35
21275	43	7
21276	23	35
21277	47	40
21278	21	35
21279	19	12
21280	47	50
21281	36	40
21282	62	60
21283	65	40
21284	46	45
21285	35	40
21286	50	40
21287	20	6
21288	17	16
21289	33	40
21290	57	40
21291	53	50
21292	47	40
21293	62	35
21294	35	40
21295	27	43
21296	23	50
21297	27	45
21298	39	40
21299	25	38
21300	24	20
21301	23	40
21302	29	35
21303	30	38
21304	34	45
21305	32	40
21306	18	23
21307	20	35
21308	38	45
21309	18	20
21310	41	40
21311	21	50
21312	36	48
21313	61	30
21314	30	48
21315	26	40
21316	27	40
21317	45	45
21318	47	38
21319	19	10
21320	29	55
21321	51	70
21322	34	60
21323	42	45
21324	26	40
21325	20	15
21326	43	50
21327	20	20
21328	27	50
21329	46	40
21330	39	40
21331	33	49
21332	42	32
21333	23	25
21334	29	42
21335	27	60
21336	43	35
21337	23	40
21338	40	44
21339	35	61
21340	30	40
21341	59	40
21342	65	40
21343	28	60
21344	79	40
21345	43	35
21346	54	40
21347	27	62
21348	30	35
21349	22	15
21350	34	65
21351	18	3
21352	40	15
21353	28	40
21354	18	40
21355	46	40
21356	23	35
21357	77	6
21358	41	40
21359	48	50
21360	29	50
21361	41	40
21362	41	40
21363	34	55
21364	49	50
21365	49	50
21366	30	40
21367	28	40
21368	62	40
21369	41	52
21370	20	40
21371	61	40
21372	30	60
21373	29	55
21374	50	45
21375	44	40
21376	25	45
21377	62	40
21378	57	40
21379	35	45
21380	26	40
21381	60	40
21382	22	40
21383	62	50
21384	26	40
21385	26	20
21386	44	40
21387	32	40
21388	66	50
21389	24	30
21390	19	25
21391	54	50
21392	37	40
21393	38	50
21394	37	50
21395	22	35
21396	34	25
21397	35	15
21398	42	40
21399	47	40
21400	29	80
21401	34	40
21402	38	70
21403	62	40
21404	35	40
21405	37	40
21406	47	40
21407	37	40
21408	22	30
21409	60	40
21410	31	40
21411	74	30
21412	63	40
21413	30	40
21414	44	30
21415	40	40
21416	35	60
21417	50	40
21418	18	10
21419	33	40
21420	59	70
21421	17	20
21422	47	40
21423	51	50
21424	26	40
21425	32	40
21426	55	40
21427	36	40
21428	54	40
21429	19	30
21430	32	45
21431	52	40
21432	39	28
21433	39	45
21434	59	50
21435	55	40
21436	54	60
21437	31	40
21438	19	25
21439	30	40
21440	47	40
21441	31	40
21442	32	47
21443	33	40
21444	31	40
21445	32	40
21446	46	35
21447	29	20
21448	41	40
21449	39	60
21450	34	20
21451	23	24
21452	53	65
21453	45	40
21454	34	10
21455	47	40
21456	24	60
21457	42	35
21458	53	40
21459	38	55
21460	26	70
21461	18	20
21462	43	40
21463	26	32
21464	47	40
21465	26	65
21466	21	20
21467	32	38
21468	48	55
21469	39	60
21470	58	40
21471	55	60
21472	40	55
21473	33	40
21474	74	25
21475	49	55
21476	56	65
21477	29	40
21478	25	48
21479	57	40
21480	29	40
21481	28	40
21482	59	40
21483	30	60
21484	28	40
21485	19	20
21486	40	45
21487	28	40
21488	48	55
21489	20	10
21490	58	35
21491	19	30
21492	75	8
21493	24	30
21494	31	45
21495	28	35
21496	41	45
21497	23	35
21498	46	43
21499	33	40
21500	34	50
21501	47	50
21502	81	26
21503	45	40
21504	35	40
21505	59	50
21506	46	48
21507	39	35
21508	23	40
21509	25	40
21510	37	40
21511	49	50
21512	25	48
21513	32	60
21514	34	40
21515	40	40
21516	33	40
21517	78	20
21518	31	43
21519	61	25
21520	22	40
21521	29	40
21522	37	40
21523	35	40
21524	52	60
21525	37	30
21526	18	20
21527	37	48
21528	46	40
21529	25	40
21530	47	40
21531	55	60
21532	32	40
21533	25	50
21534	50	40
21535	18	20
21536	25	40
21537	23	40
21538	51	40
21539	47	65
21540	37	40
21541	37	25
21542	27	40
21543	19	25
21544	52	40
21545	25	45
21546	17	40
21547	21	40
21548	41	60
21549	55	40
21550	20	40
21551	24	40
21552	41	38
21553	23	35
21554	33	40
21555	29	45
21556	50	40
21557	37	60
21558	48	40
21559	19	10
21560	40	40
21561	30	70
21562	65	20
21563	44	48
21564	32	45
21565	41	65
21566	28	55
21567	44	48
21568	39	55
21569	59	40
21570	31	60
21571	34	40
21572	20	40
21573	33	40
21574	52	65
21575	31	44
21576	39	43
21577	35	45
21578	37	40
21579	44	32
21580	28	65
21581	17	15
21582	23	60
21583	35	80
21584	19	20
21585	30	40
21586	27	40
21587	29	50
21588	27	65
21589	37	45
21590	44	50
21591	34	55
21592	43	40
21593	41	40
21594	34	50
21595	23	45
21596	51	20
21597	24	40
21598	38	24
21599	24	40
21600	53	40
21601	33	56
21602	24	40
21603	45	40
21604	31	50
21605	38	47
21606	28	50
21607	38	50
21608	25	50
21609	29	40
21610	29	50
21611	48	50
21612	24	40
21613	31	30
21614	36	45
21615	62	50
21616	25	40
21617	55	40
21618	21	40
21619	60	45
21620	41	40
21621	43	40
21622	30	40
21623	47	40
21624	50	40
21625	41	55
21626	23	40
21627	38	40
21628	30	40
21629	35	40
21630	25	35
21631	61	20
21632	71	70
21633	35	40
21634	35	40
21635	38	40
21636	27	40
21637	51	35
21638	55	40
21639	45	55
21640	33	40
21641	25	40
21642	52	38
21643	46	17
21644	34	20
21645	52	40
21646	47	40
21647	46	40
21648	36	60
21649	69	48
21650	34	40
21651	36	65
21652	31	40
21653	31	40
21654	38	40
21655	57	35
21656	24	20
21657	37	45
21658	69	72
21659	39	40
21660	38	40
21661	34	40
21662	21	40
21663	21	20
21664	61	40
21665	35	45
21666	29	55
21667	18	30
21668	41	45
21669	42	60
21670	52	40
21671	38	17
21672	51	50
21673	55	40
